runId,modelId,systemId,profile,benchmarkId,y,yHat,z,used
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-3.5-sonnet-20241022,claude-3.5-sonnet-20241022@max-common,max,hle-no-tools,-3.1574175,-2.7456353,-0.0482654,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-3.5-sonnet-20241022,claude-3.5-sonnet-20241022@max-common,max,lmarena-text-style-controlled,-0.15169102,-0.1669548,0.024327284,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-3.5-sonnet-20241022,claude-3.5-sonnet-20241022@max-common,max,matharena-composite,-4.498799,-3.191543,-0.067026846,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-3.5-sonnet-20241022,claude-3.5-sonnet-20241022@max-common,max,metr-time-horizon-1.1,-1.8204197,-1.7364447,-0.021376183,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-3.5-sonnet,claude-3.5-sonnet@max-common,max,lmarena-text-style-controlled,-0.3300583,-0.3039289,-0.047529172,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-3.5-sonnet,claude-3.5-sonnet@max-common,max,metr-time-horizon-1.1,-2.2448115,-1.9717324,-0.08751803,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-3.7-sonnet,claude-3.7-sonnet@max-common,max,arc-agi-2-semi-private,-4.8980875,-5.169897,-0.11949401,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-3.7-sonnet,claude-3.7-sonnet@max-common,max,hle-no-tools,-2.4369247,-2.4176793,-0.000997031,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-3.7-sonnet,claude-3.7-sonnet@max-common,max,matharena-composite,-3.0785682,-2.7737768,-0.017257469,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-3.7-sonnet,claude-3.7-sonnet@std-common,std,arc-agi-2-semi-private,-5.293305,-5.811582,-0.15751752,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-3.7-sonnet,claude-3.7-sonnet@std-common,std,hle-no-tools,-2.4369247,-2.6481676,0.013112055,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-3.7-sonnet,claude-3.7-sonnet@std-common,std,lmarena-text-style-controlled,-0.16178055,-0.15916567,0.0024731038,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-fable-5.1,claude-fable-5.1@max-common,max,arc-agi-2-semi-private,2.1972246,2.3168676,-0.7483611,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-fable-5.1,claude-fable-5.1@max-common,max,frontiermath-v2-tier-4,1.974081,1.6987908,0.04756434,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-fable-5.1,claude-fable-5.1@max-common,max,frontiermath-v2-tiers-1-3,2.2168715,2.255989,0.008653938,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-fable-5.1,claude-fable-5.1@max-common,max,hle-no-tools,0.15205869,-0.12575082,0.05533773,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-fable-5.1,claude-fable-5.1@max-common,max,lmarena-text-style-controlled,0.5999,0.64921635,-0.080715686,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-fable-5.1,claude-fable-5.1@max-common,max,simpleqa-verified-epoch-anti-abstention-v1-2-0,0.8856903,0.8165459,0.08616535,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-fable-5.1,claude-fable-5.1@max-common,max,terminal-bench-4.0,0.31784922,0.23250584,0.21498084,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-fable-5.1,claude-fable-5.1@max-common,max,vals-finance-agent-v2-partial,0.35888293,0.41648266,-0.00830754,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-fable-5.1,claude-fable-5.1@std-common,std,arc-agi-2-semi-private,1.7712092,1.6729687,0.19811662,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-fable-5.1,claude-fable-5.1@std-common,std,terminal-bench-4.0,0.23132914,-0.25655723,0.4586873,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-fable-5.1,claude-fable-5.1@std-common,std,vending-bench-2,-3.5385728,-2.6480753,-0.86794823,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-fable-5,claude-fable-5@max-common,max,arc-agi-2-semi-private,2.0788333,1.8932195,-0.19574037,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-fable-5,claude-fable-5@max-common,max,deepswe-1.1,0.8395906,0.8139441,0.054965533,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-fable-5,claude-fable-5@max-common,max,frontiermath-v2-tier-4,1.974081,1.3385912,0.0876883,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-fable-5,claude-fable-5@max-common,max,frontiermath-v2-tiers-1-3,1.9025109,2.006018,0.0033197876,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-fable-5,claude-fable-5@max-common,max,hle-no-tools,0.31456855,-0.23951603,0.023994442,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-fable-5,claude-fable-5@max-common,max,matharena-composite,0.1442496,0.11617403,-0.0026207159,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-fable-5,claude-fable-5@max-common,max,simpleqa-verified-epoch-anti-abstention-v1-0-0,0.88085806,0.8773878,0.009400182,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-fable-5,claude-fable-5@max-common,max,tau3-bench-banking,-0.41836852,-0.28296632,-0.10474723,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-fable-5,claude-fable-5@max-common,max,terminal-bench-4.0,-0.25222567,-0.58363396,0.2926233,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-fable-5,claude-fable-5@max-common,max,vals-finance-agent-v2-partial,0.2539155,0.31269196,-0.015751557,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-fable-5,claude-fable-5@max-common,max,vending-bench-2,-3.6650097,-2.9484622,-0.7455007,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-fable-5,claude-fable-5@std-common,std,arc-agi-2-semi-private,1.5012631,1.1736994,0.551991,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-fable-5,claude-fable-5@std-common,std,deepswe-1.1,0.71129745,0.4266405,0.32000563,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-fable-5,claude-fable-5@std-common,std,lmarena-text-style-controlled,0.61688656,0.5765741,0.08883003,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-fable-5,claude-fable-5@std-common,std,scicode-verified-v2-main-with-background,1.4663371,1.7634826,-0.075482264,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-fable-5,claude-fable-5@std-common,std,swe-rebench,0.59732926,0.54363436,0.00863406,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-fable-5,claude-fable-5@std-common,std,vending-bench-2,-3.6883469,-3.17332,-1.1175839,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-haiku-4.5,claude-haiku-4.5@max-common,max,arc-agi-2-semi-private,-3.6571088,-4.418378,0.77219445,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-haiku-4.5,claude-haiku-4.5@max-common,max,deepswe,-5.293305,-4.645482,-0.1478492,true
1c004ca9-b803-4fbd-a9e8-9395004eb510,claude-haiku-4.5,claude-haiku-4.5@max-common,max,simpleqa-verified-epoch-anti-abstention-v1-0-0,-1.8833898,-1.9033196,0.014952581,true
